"","Num","P13","P18","P19","P20","S13","S18","S19","S20","nP","nSp"
"4671",4774,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4672",4775,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4673",4776,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4674",4777,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4675",4778,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4676",4779,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4677",4780,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4678",4781,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4679",4782,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4680",4783,"PPW1328","PPW1328","PPW1328",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"4681",4784,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4682",4785,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4683",4786,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4684",4787,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4685",4788,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4686",4789,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4687",4790,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4688",4791,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4689",4792,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4690",4793,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4691",4794,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4692",4795,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4693",4796,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4694",4797,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4695",4797.1,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4696",4798,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4697",4799,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4698",4800,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4699",4801,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4700",4802,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4701",4803,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4702",4804,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4703",4805,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4704",4806,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4705",4807,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4706",4808,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4707",4809,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4708",4810,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4709",4811,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4710",4812,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4711",4813,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4712",4814,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4713",4815,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4714",4816,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4715",4817,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4716",4818,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4717",4819,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4718",4820,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4719",4821,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4720",4822,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4721",4823,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4722",4824,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4723",4825,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4724",4826,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4725",4827,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4726",4828,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4727",4829,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4728",4830,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4729",4831,"PPW1328","PPW1328","PPW1328",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"4730",4831.1,"PPW1328","PPW1328","PPW1328",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"4731",4831.2,"PPW1328","PPW1328","PPW1328",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"4732",4832,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4733",4833,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4734",4834,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4735",4835,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4736",4836,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4737",4837,"PPW1328","PPW1328","PPW1328",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"4738",4838,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4739",4839,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4740",4840,"PPW1328","PPW1328","PPW1328",NA,"AMOCAL","AMOCAL","AMOCAL",NA,1,1
"4741",4841,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4742",4842,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4743",4843,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4744",4844,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4745",4845,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4746",4846,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4747",4847,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4748",4848,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4749",4849,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4750",4850,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4751",4851,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4752",4852,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4753",4853,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4754",4854,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4755",4855,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4756",4856,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4757",4857,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4758",4858,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4759",4859,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4760",4860,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4761",4861,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4762",4862,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4763",4863,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4764",4864,"PPW1328","PPW1328",NA,NA,"UMBCAL","UMBCAL",NA,NA,1,1
"4765",4865,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4766",4865.1,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4767",4865.2,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4768",4866,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4769",4867,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4770",4868,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4771",4869,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4772",4870,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4773",4871,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4774",4872,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4775",4873,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4776",4874,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4777",4875,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4778",4876,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4779",4877,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4780",4877.1,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4781",4878,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4782",4879,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4783",4880,"PPW1328","PPW1328","PPW1328",NA,"ARBMEN","ARBMEN","ARBMEN",NA,1,1
"4784",4881,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4785",4882,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4786",4883,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4787",4884,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4788",4885,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4789",4886,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4790",4887,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4791",4888,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4792",4889,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4793",4890,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4794",4891,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4795",4892,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4796",4893,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4797",4894,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4798",4895,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4799",4896,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4800",4897,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4801",4898,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4802",4899,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4803",4900,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4804",4901,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4805",4902,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4806",4903,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4807",4904,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4808",4905,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4809",4906,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4810",4907,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4811",4908,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4812",4909,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4813",4910,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4814",4910.1,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4815",4910.2,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4816",4910.3,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4817",4910.4,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4818",4910.5,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4819",4910.6,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4820",4911,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4821",4912,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4822",4913,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4823",4914,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4824",4915,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4825",4916,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4826",4917,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4827",4918,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4828",4919,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4829",4920,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4830",4921,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4831",4922,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4832",4923,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4833",4924,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4834",4925,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4835",4926,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4836",4927,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4837",4928,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4838",4929,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4839",4930,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4840",4931,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4841",4932,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4842",4933,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4843",4934,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4844",4935,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4845",4936,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4846",4937,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4847",4938,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4848",4939,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4849",4940,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4850",4941,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4851",4942,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4852",4943,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4853",4944,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4854",4945,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4855",4946,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4856",4947,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4857",4948,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4858",4949,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4859",4950,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4860",4951,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4861",4952,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4862",4953,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4863",4954,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4864",4955,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4865",4955.1,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4866",4956,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4867",4957,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4868",4958,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4869",4959,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4870",4960,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4871",4960.1,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4872",4960.2,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4873",4960.3,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4874",4961,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4875",4962,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4876",4963,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4877",4964,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4878",4965,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4879",4966,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4880",4967,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4881",4968,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4882",4969,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4883",4970,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4884",4971,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4885",4971.1,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4886",4971.2,"PPW1328","PPW1328","PPW1328",NA,"UMBCAL","UMBCAL","UMBCAL",NA,1,1
"4887",4972,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4888",4973,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4889",4974,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4890",4975,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4891",4976,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4892",4977,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4893",4978,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4894",4979,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4895",4980,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4896",4981,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4897",4982,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4898",4983,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4899",4984,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4900",4985,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4901",4986,"PPW1328","PPW1328",NA,NA,"PSEMEN","PSEMEN",NA,NA,1,1
"4902",4987,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4903",4988,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4904",4989,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4905",4990,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4906",4991,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4907",4992,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4908",4993,"PPW1328","PPW1328","PPW1328",NA,"FRACAL","FRACAL","FRACAL",NA,1,1
"4909",4994,"PPW1328","PPW1328","PPW1328",NA,"PSEMEN","PSEMEN","PSEMEN",NA,1,1
"4910",4995,"PPW1328","PPW1328",NA,NA,"FRACAL","FRACAL",NA,NA,1,1
"4911",4996,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4912",4997,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4913",4998,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
"4914",4999,"PPW1328","PPW1328","PPW1328",NA,"QUEAGR","QUEAGR","QUEAGR",NA,1,1
